Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-06-01 00:00:00-04:00,29.879802116517958,30.131049705929307,29.349391722120995,29.926328659057617,392600,0.0,0.0
2023-06-02 00:00:00-04:00,30.354377398502496,31.201173220249967,30.354377398502496,30.85687255859375,436600,0.0,0.0
2023-06-05 00:00:00-04:00,32.56907514074352,32.699350873346894,31.471031752018654,31.880470275878906,1380800,0.0,0.0
2023-06-06 00:00:00-04:00,31.740892610824353,32.59699236339329,31.71297739490293,32.3271369934082,805000,0.0,0.0
2023-06-07 00:00:00-04:00,32.5597736210422,33.12740313299755,32.54116229363826,32.857547760009766,1857400,0.0,0.0
2023-06-08 00:00:00-04:00,32.75518587612314,33.387956782631306,32.54116094447297,33.332122802734375,607700,0.0,0.0
2023-06-09 00:00:00-04:00,33.24837343063847,33.918366986841995,33.23906954224568,33.583370208740234,700300,0.0,0.0
2023-06-12 00:00:00-04:00,33.45309581926553,34.36502955761095,33.425177053468246,34.271976470947266,1316700,0.0,0.0
2023-06-13 00:00:00-04:00,34.169613834842266,35.35140642115054,34.14169507076975,35.23973846435547,1049400,0.0,0.0
2023-06-14 00:00:00-04:00,35.24904629246858,35.88181718898816,35.08154790516942,35.77014923095703,1572600,0.0,0.0
2023-06-15 00:00:00-04:00,35.63057096321215,36.505282035906184,35.51890300093385,36.45875549316406,1129900,0.0,0.0
2023-06-16 00:00:00-04:00,36.45875626349079,36.61694722210592,35.55612640628193,36.22611999511719,14238500,0.0,0.0
2023-06-20 00:00:00-04:00,35.807368796376466,35.96556328174084,35.128071417452354,35.27695846557617,1599500,0.0,0.0
2023-06-21 00:00:00-04:00,35.27695877836633,35.28626266594215,34.886131604731176,34.90473937988281,957300,0.0,0.0
2023-06-22 00:00:00-04:00,34.77446748081983,34.932661984989586,34.38364026419042,34.64419174194336,1302500,0.0,0.0
2023-06-23 00:00:00-04:00,34.20683425354073,34.700025540660135,33.57406688942574,33.73225784301758,1393600,0.0,0.0
2023-06-26 00:00:00-04:00,33.685730535260525,34.35572053784721,33.49962082075128,34.09516906738281,938200,0.0,0.0
2023-06-27 00:00:00-04:00,34.234750973750515,35.50959661387618,34.10447524333953,35.472373962402344,1232200,0.0,0.0
2023-06-28 00:00:00-04:00,35.69570582611021,36.393614557695535,35.40723560581256,36.35639190673828,827200,0.0,0.0
2023-06-29 00:00:00-04:00,36.38430679540415,37.15666082201181,36.38430679540415,37.11943817138672,704600,0.0,0.0
2023-06-30 00:00:00-04:00,37.22180197908156,37.407911698926505,36.5704197344981,36.57972717285156,799900,0.0,0.0
2023-07-03 00:00:00-04:00,36.5052844711564,37.026391013974916,36.5052844711564,36.80305862426758,230400,0.0,0.0
2023-07-05 00:00:00-04:00,36.52389392930786,36.70069621436858,36.05862139517655,36.607643127441406,766100,0.0,0.0
2023-07-06 00:00:00-04:00,36.17028328443361,36.21680982464923,35.31418358527422,35.75153732299805,512800,0.0,0.0
2023-07-07 00:00:00-04:00,35.825981298968365,36.3377803218613,35.630567707458816,35.83528518676758,1202600,0.0,0.0
2023-07-10 00:00:00-04:00,35.84459271859987,36.8123603406414,35.84459271859987,36.7379150390625,713700,0.0,0.0
2023-07-11 00:00:00-04:00,36.94263739189547,37.054301798516136,36.48666877776089,36.91471862792969,554000,0.0,0.0
2023-07-12 00:00:00-04:00,37.314858186013524,38.18957287754194,37.314858186013524,38.11512756347656,697900,0.0,0.0
2023-07-13 00:00:00-04:00,38.47803521197083,39.01775302821928,38.11512322161292,38.868865966796875,835600,0.0,0.0
2023-07-14 00:00:00-04:00,38.701367164728595,38.87816943897915,38.2547059852423,38.72928237915039,644700,0.0,0.0
