Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-06-01 00:00:00-04:00,1.3200000524520874,1.3200000524520874,1.2300000190734863,1.2699999809265137,78600,0.0,0.0
2023-06-02 00:00:00-04:00,1.309999942779541,1.3200000524520874,1.2020000219345093,1.2699999809265137,86900,0.0,0.0
2023-06-05 00:00:00-04:00,1.2400000095367432,1.2799999713897705,1.1430000066757202,1.1610000133514404,69400,0.0,0.0
2023-06-06 00:00:00-04:00,1.1699999570846558,1.3300000429153442,1.1100000143051147,1.2300000190734863,133900,0.0,0.0
2023-06-07 00:00:00-04:00,1.2200000286102295,1.2799999713897705,1.1299999952316284,1.1699999570846558,102400,0.0,0.0
2023-06-08 00:00:00-04:00,1.1699999570846558,1.2200000286102295,1.1100000143051147,1.13100004196167,54200,0.0,0.0
2023-06-09 00:00:00-04:00,1.149999976158142,1.3200000524520874,1.1369999647140503,1.2799999713897705,74500,0.0,0.0
2023-06-12 00:00:00-04:00,1.309999942779541,1.4500000476837158,1.25,1.409999966621399,115100,0.0,0.0
2023-06-13 00:00:00-04:00,1.440000057220459,1.649999976158142,1.399999976158142,1.590000033378601,165000,0.0,0.0
2023-06-14 00:00:00-04:00,1.600000023841858,1.600000023841858,1.2999999523162842,1.350000023841858,206700,0.0,0.0
2023-06-15 00:00:00-04:00,1.3799999952316284,1.4299999475479126,1.3600000143051147,1.3799999952316284,53100,0.0,0.0
2023-06-16 00:00:00-04:00,1.4199999570846558,1.4299999475479126,1.3700000047683716,1.409999966621399,26000,0.0,0.0
2023-06-20 00:00:00-04:00,1.4299999475479126,1.4700000286102295,1.399999976158142,1.440000057220459,38700,0.0,0.0
2023-06-21 00:00:00-04:00,1.4600000381469727,1.4600000381469727,1.3200000524520874,1.350000023841858,58700,0.0,0.0
2023-06-22 00:00:00-04:00,1.3700000047683716,1.3700000047683716,1.2799999713897705,1.2999999523162842,29900,0.0,0.0
2023-06-23 00:00:00-04:00,1.2999999523162842,1.4199999570846558,1.2630000114440918,1.3300000429153442,76200,0.0,0.0
2023-06-26 00:00:00-04:00,1.350000023841858,1.350000023841858,1.190000057220459,1.2139999866485596,69900,0.0,0.0
2023-06-27 00:00:00-04:00,1.2200000286102295,1.2200000286102295,1.090000033378601,1.1699999570846558,129200,0.0,0.0
2023-06-28 00:00:00-04:00,1.1299999952316284,1.2200000286102295,1.1299999952316284,1.2000000476837158,13000,0.0,0.0
2023-06-29 00:00:00-04:00,1.1799999475479126,1.2000000476837158,1.1549999713897705,1.1799999475479126,8000,0.0,0.0
2023-06-30 00:00:00-04:00,1.149999976158142,1.2000000476837158,1.149999976158142,1.1799999475479126,19800,0.0,0.0
2023-07-03 00:00:00-04:00,1.2000000476837158,1.3300000429153442,1.1699999570846558,1.2899999618530273,34100,0.0,0.0
2023-07-05 00:00:00-04:00,1.2400000095367432,1.2599999904632568,1.2100000381469727,1.2200000286102295,26000,0.0,0.0
2023-07-06 00:00:00-04:00,1.2799999713897705,1.5700000524520874,1.25,1.4700000286102295,319800,0.0,0.0
2023-07-07 00:00:00-04:00,1.5199999809265137,2.0299999713897705,1.4700000286102295,1.899999976158142,1921900,0.0,0.0
2023-07-10 00:00:00-04:00,1.899999976158142,2.0999999046325684,1.7200000286102295,1.9900000095367432,911400,0.0,0.0
2023-07-11 00:00:00-04:00,1.899999976158142,1.9299999475479126,1.649999976158142,1.7200000286102295,253200,0.0,0.0
2023-07-12 00:00:00-04:00,1.75,1.7519999742507935,1.5700000524520874,1.649999976158142,129000,0.0,0.0
2023-07-13 00:00:00-04:00,1.649999976158142,1.649999976158142,1.409999966621399,1.4600000381469727,279400,0.0,0.0
2023-07-14 00:00:00-04:00,1.4500000476837158,1.5499999523162842,1.4500000476837158,1.5099999904632568,133900,0.0,0.0
2023-07-17 00:00:00-04:00,1.5299999713897705,1.590000033378601,1.3300000429153442,1.3899999856948853,182900,0.0,0.0
2023-07-18 00:00:00-04:00,1.3600000143051147,1.4199999570846558,1.350000023841858,1.3799999952316284,30700,0.0,0.0
2023-07-19 00:00:00-04:00,1.399999976158142,1.562000036239624,1.3700000047683716,1.5199999809265137,185800,0.0,0.0
2023-07-20 00:00:00-04:00,1.5199999809265137,1.5199999809265137,1.399999976158142,1.409999966621399,76400,0.0,0.0
2023-07-21 00:00:00-04:00,1.4249999523162842,1.4800000190734863,1.350000023841858,1.409999966621399,72500,0.0,0.0
2023-07-24 00:00:00-04:00,1.3899999856948853,1.4490000009536743,1.350000023841858,1.3700000047683716,37400,0.0,0.0
2023-07-25 00:00:00-04:00,1.371000051498413,1.409999966621399,1.350000023841858,1.3700000047683716,42100,0.0,0.0
2023-07-26 00:00:00-04:00,1.3899999856948853,1.4500000476837158,1.350000023841858,1.3899999856948853,67900,0.0,0.0
2023-07-27 00:00:00-04:00,1.3700000047683716,1.371999979019165,1.2920000553131104,1.2999999523162842,75900,0.0,0.0
2023-07-28 00:00:00-04:00,1.2899999618530273,1.3300000429153442,1.25,1.2599999904632568,110000,0.0,0.0
2023-07-31 00:00:00-04:00,1.25,1.3600000143051147,1.25,1.3450000286102295,33100,0.0,0.0
2023-08-01 00:00:00-04:00,1.3700000047683716,1.3839999437332153,1.2300000190734863,1.2999999523162842,56900,0.0,0.0
2023-08-02 00:00:00-04:00,1.2899999618530273,1.2999999523162842,1.2300000190734863,1.2799999713897705,27300,0.0,0.0
2023-08-03 00:00:00-04:00,1.25,1.340000033378601,1.2000000476837158,1.2000000476837158,100300,0.0,0.0
2023-08-04 00:00:00-04:00,1.2050000429153442,1.2799999713897705,1.2000000476837158,1.25,44400,0.0,0.0
2023-08-07 00:00:00-04:00,1.2300000190734863,1.2389999628067017,1.190000057220459,1.2000000476837158,19800,0.0,0.0
2023-08-08 00:00:00-04:00,1.190000057220459,1.2400000095367432,1.1770000457763672,1.190000057220459,111700,0.0,0.0
2023-08-09 00:00:00-04:00,1.225000023841858,1.2400000095367432,1.159999966621399,1.190000057220459,45200,0.0,0.0
2023-08-10 00:00:00-04:00,1.1699999570846558,1.2100000381469727,1.149999976158142,1.2000000476837158,18100,0.0,0.0
2023-08-11 00:00:00-04:00,1.1699999570846558,1.2000000476837158,1.1399999856948853,1.1799999475479126,28900,0.0,0.0
2023-08-14 00:00:00-04:00,1.2300000190734863,1.2300000190734863,1.149999976158142,1.218999981880188,56100,0.0,0.0
2023-08-15 00:00:00-04:00,1.159999966621399,1.190000057220459,1.1100000143051147,1.1200000047683716,40200,0.0,0.0
2023-08-16 00:00:00-04:00,1.2100000381469727,1.2100000381469727,1.100000023841858,1.1100000143051147,27500,0.0,0.0
2023-08-17 00:00:00-04:00,1.100000023841858,1.1799999475479126,1.0889999866485596,1.1399999856948853,20400,0.0,0.0
