Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-06-01 00:00:00-04:00,36.939998626708984,37.16999816894531,36.79999923706055,36.970001220703125,40400,0.0,0.0
2023-06-02 00:00:00-04:00,37.279998779296875,37.959999084472656,37.22999954223633,37.95000076293945,92100,0.0,0.0
2023-06-05 00:00:00-04:00,37.650001525878906,37.650001525878906,36.560001373291016,36.630001068115234,59100,0.0,0.0
2023-06-06 00:00:00-04:00,36.5,37.22999954223633,36.4900016784668,37.0,108800,0.0,0.0
2023-06-07 00:00:00-04:00,37.18000030517578,37.72999954223633,36.77000045776367,37.0,91000,0.0,0.0
2023-06-08 00:00:00-04:00,37.02000045776367,37.369998931884766,36.4900016784668,36.5,47800,0.0,0.0
2023-06-09 00:00:00-04:00,36.56999969482422,36.56999969482422,35.619998931884766,35.709999084472656,36600,0.0,0.0
2023-06-12 00:00:00-04:00,35.63999938964844,35.63999938964844,35.0,35.189998626708984,67800,0.0,0.0
2023-06-13 00:00:00-04:00,35.40999984741211,35.72999954223633,35.150001525878906,35.38999938964844,69400,0.0,0.0
2023-06-14 00:00:00-04:00,35.310001373291016,35.59000015258789,34.36000061035156,35.20000076293945,92500,0.0,0.0
2023-06-15 00:00:00-04:00,35.20000076293945,36.25,35.060001373291016,36.16999816894531,59800,0.0,0.0
2023-06-16 00:00:00-04:00,36.47999954223633,36.90999984741211,35.7599983215332,36.59000015258789,154300,0.0,0.0
2023-06-20 00:00:00-04:00,36.5,37.04999923706055,36.22999954223633,36.5,49400,0.0,0.0
2023-06-21 00:00:00-04:00,36.38999938964844,36.38999938964844,35.84000015258789,35.84000015258789,46900,0.0,0.0
2023-06-22 00:00:00-04:00,35.77000045776367,35.779998779296875,35.0,35.720001220703125,65500,0.0,0.0
2023-06-23 00:00:00-04:00,35.470001220703125,35.86000061035156,35.060001373291016,35.119998931884766,173200,0.0,0.0
2023-06-26 00:00:00-04:00,35.0,35.33000183105469,34.7400016784668,35.02000045776367,108000,0.0,0.0
